Fixed-point accuracy study,,,,,,,,,,,,,,,,,,,,,
Clip #,Ground truth,TensorFlow,N_STO = 2,N_STO = 3,N_STO = 4,N_STO = 5,N_STO = 6,N_STO = 7,N_STO = 8,N_STO = 9,N_STO = 10,N_STO = 11,N_STO = 12,N_STO = 13,N_STO = 14,N_STO = 15,N_STO = 16,N_STO = 17,N_STO = 18,N_STO = 19,N_STO = 20
934,3,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
935,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
936,3,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
937,3,3,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
938,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
939,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
940,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
941,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
942,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
943,3,4,.,.,.,4,4,4,4,4,4,4,3,3,3,.,.,.,.,.,.
944,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
945,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
946,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
947,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
948,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
949,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
950,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
951,3,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
952,3,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
953,3,3,.,.,.,4,4,4,4,3,3,3,4,4,4,.,.,.,.,.,.
954,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
955,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
956,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
957,3,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
958,3,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
959,3,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
960,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
961,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
962,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Accuracy,.,0.8612,0.0,0.0,0.0,0.5438,0.3904,0.4238,0.3486,0.4269,0.3883,0.4248,0.4186,0.4175,0.4081,0.0,0.0,0.0,0.0,0.0,0.0
